,Name: ,Position: ,Overall: ,College: ,Age: ,Experience: ,Height(inches): ,Weight(lbs): 
1628,John Rattan,lg,66,North Carolina,25,4,73,216
1629,Daniel Colon,lg,71,Wayne State (Mich.),21,0,73,275
1630,Donald Mulvey,lg,71,Kentucky,26,5,70,247
1631,Lester Vernon,lg,88,Idaho,23,2,78,275
1632,Vince Boone,lg,76,No College,21,0,78,269
1633,Terry Brown,lg,68,Tennessee State,29,8,73,261
1634,Carl Bishop,lg,59,Kansas State,30,9,79,260
1635,Darrell Clark,lg,69,Georgia Tech,31,10,74,205
1636,Ryan Koch,lg,82,Southern University,27,6,77,266
1637,Billy Johnson,lg,73,Tulsa,29,8,73,262
1638,Ralph Lister,lg,72,Cincinnati,23,2,73,206
1639,James Carney,lg,69,San Jose State,26,5,72,256
1640,John Foltz,lg,61,Pittsburgh,29,8,78,208
1641,Daniel Mclean,lg,65,Indiana,33,12,78,211
1642,William Wall,lg,85,California,23,2,71,261
1643,David Blount,lg,72,New Mexico,22,1,80,246
1644,William Walter,lg,99,Cornell,26,5,73,229
1645,Daniel Jones,lg,60,Illinois Wesleyan,23,2,77,257
1646,George Smiley,lg,97,Colorado State,21,0,80,249
1647,Leonard Ladieu,lg,62,New Mexico,21,0,76,273
1648,Christopher Mildren,lg,70,Mississippi State,25,4,77,272
1649,John Berry,lg,58,Guilford,26,5,80,270
1650,Esteban Alquisira,lg,95,Arizona,26,5,76,233
1651,Jesse Peralta,lg,73,Purdue,27,6,73,268
1652,Darrell Sharley,lg,75,Stillman,28,7,77,204
1653,Antonio Tu,lg,69,California,24,3,72,205
1654,Charles Freeman,lg,73,Miami (Ohio),25,4,74,200
1655,Roy Mccoy,lg,75,Texas,27,6,73,204
1656,Richard Dubois,lg,65,Boston College,27,6,80,206
1657,Richard Lambert,lg,59,Indiana,23,2,74,231
1658,Michael Sales,lg,63,No College,29,8,76,274
1659,Stephen Horton,lg,85,Washington State,27,6,74,229
1660,Steven Egan,lg,63,Tennessee-Chattanooga,25,4,74,272
1661,Timothy Blue,lg,59,Notre Dame,25,4,71,231
1662,Galen Valdes,lg,73,UCLA,28,7,72,200
1663,Lorenzo Dickinson,lg,56,Texas Christian,22,1,79,250
1664,Sean Graves,lg,72,Mississippi State,26,5,74,218
1665,George Oneill,lg,66,Louisiana-Monroe,27,6,72,202
1666,Brian Parker,lg,61,Texas-Arlington,24,3,72,207
1667,Robert Witham,lg,60,Idaho,25,4,71,225
1668,Juan Langan,lg,76,Kent State,29,8,73,200
1669,Cameron Avey,lg,56,Northern Iowa,26,5,72,205
1670,Dustin Thompson,lg,61,Northern Illinois,22,1,76,272
1671,Daniel Obrien,lg,82,N.Y.U.,24,3,73,230
1672,Edwin Francois,lg,56,Louisiana-Lafayette,27,6,71,211
1673,Michael Barksdale,lg,56,Tennessee,23,2,73,262
1674,Stan Bustamente,lg,62,Jacksonville State,26,5,80,216
1675,Peter Underwood,lg,87,Florida State,24,3,71,218
1676,Thomas Mcelroy,lg,75,Florida State,21,0,73,272
1677,Jon Moses,lg,71,Unknown,29,8,70,257
1678,Antonio Obyrne,lg,61,Missouri,29,8,73,203
1679,Erick Schroeder,lg,56,West Virginia Wesleyan,21,0,73,267
1680,Jose Rockwell,lg,75,Louisville,30,9,74,253
1681,Larry Sparrow,lg,74,West Virginia,24,3,71,205
1682,Oscar Elk,lg,63,Texas Christian,26,5,72,217
1683,Leon Oslund,lg,72,Southern University,24,3,74,225
1684,Vincent Gloeckner,lg,67,Austria Tech School,26,5,74,225
1685,Eric Finley,lg,63,Duquesne,24,3,73,262
1686,James Bowles,lg,73,LSU,29,8,73,225
1687,Stan Estep,lg,56,Missouri,25,4,80,232
1688,Shane Rogers,lg,71,Indiana,30,9,73,203
1689,Neil Smith,lg,69,Illinois,21,0,74,206
1690,Larry Padilla,lg,61,Illinois,26,5,80,270
1691,Michael Christiansen,lg,68,Detroit Mercy,27,6,73,231
1692,James Kalas,lg,74,Texas A&M,27,6,71,228
1693,Joshua Thomas,lg,55,Miami (Fla.),30,9,73,264
1694,Bob Clarke,lg,85,Kansas State,28,7,73,209
1695,George Porter,lg,65,Penn State,27,6,78,255
1696,John Lipham,lg,57,Texas A&M,24,3,72,229
1697,Barry Agnes,lg,65,Southern University,22,1,75,214
1698,Kirby Starke,lg,57,Iowa,27,6,72,215
1699,Chad Hicks,lg,64,Oklahoma State,27,6,75,211
1700,David Muhammad,lg,70,Brown,21,0,71,205
1701,William Logan,lg,72,Georgia,23,2,73,262
1702,Nathan Watkins,lg,56,Boston College,28,7,73,207
1703,Gerald Dawson,lg,70,Arizona State,28,7,74,228
1704,Kevin Anderson,lg,89,John Carroll,27,6,73,254
1705,John Alvarez,lg,84,Oregon,24,3,76,240
1706,Jose Furlong,lg,61,USC,23,2,73,227
1707,George Snyder,lg,66,Temple,27,6,73,242
1708,James Mayo,lg,60,Utah,30,9,80,246
1709,Hector Malone,lg,59,Delaware State,25,4,70,241
1710,Michael Allison,lg,82,Nebraska,21,0,71,261
1711,Albert Rooks,lg,97,Kentucky Wesleyan,24,3,77,215
1712,Peter Bennett,lg,65,No College,28,7,70,225
1713,Enrique Calhoun,lg,61,Kansas,23,2,74,244
1714,Alfred Roger,lg,55,Colorado State,30,9,80,242
1715,Mario Bates,lg,58,Tennessee,24,3,78,216
1716,Byron Forest,lg,63,Texas,28,7,70,207
1717,Kevin Morales,lg,75,Columbia,21,0,76,253
1718,Will Cunningham,lg,73,Washington,26,5,76,254
1719,Robert Conley,lg,70,Denison,26,5,79,228
1720,Thomas Collado,lg,56,Ohio State,27,6,73,267
1721,Willian Gismondi,lg,55,Duke,25,4,75,272
1722,Danny Ramos,lg,75,Wisconsin,30,9,72,224
1723,Albert Engelhardt,lg,80,Miami (Fla.),27,6,75,210
1724,Rory Manalang,lg,62,Minnesota,26,5,77,213
1725,Travis Oglesby,lg,81,Virginia,32,11,76,244
1726,Matthew Wagstaff,lg,85,Georgia,27,6,80,251
1727,Timothy Callaghan,lg,82,Akron,25,4,72,239
1728,Elvis Sellers,lg,65,Oregon State,21,0,76,208
1729,William Karaffa,lg,67,Auburn,28,7,74,252
1730,Robert Jones,lg,64,Southwestern Oklahoma State,25,4,73,269
1731,Matthew Cook,lg,67,Phillips,27,6,70,242
1732,David Miller,lg,57,William & Mary,25,4,73,201
1733,Kurt Patterson,lg,68,Syracuse,23,2,72,268
1734,Thomas Perry,lg,91,Fordham,22,1,76,232
1735,Jose Desalvo,lg,75,Niagara,24,3,77,256
1736,Robert Rasberry,lg,96,Ouachita Baptist,28,7,75,267
1737,Earl Barker,lg,59,USC,31,10,78,235
1738,Danny Sipper,lg,92,Southern Mississippi,24,3,80,266
1739,John White,lg,92,San Jose State,28,7,72,266
1740,Kendall Shepherd,lg,74,Northwestern,25,4,79,235
1741,Greg Primeaux,lg,58,Clemson,28,7,72,268
1742,Scott Lonergan,lg,58,Temple,23,2,71,256
1743,Anthony Sanchez,lg,71,East Carolina,26,5,79,246
1744,David Hahn,lg,73,Stanford,26,5,77,220
1745,Benjamin Crawford,lg,57,San Diego State,25,4,77,262
1746,Roy Valenzuela,lg,68,West Virginia,25,4,78,252
1747,Armando Sinstack,lg,55,North Carolina State,26,5,71,271
1748,Kirk Ross,lg,55,LSU,26,5,74,217
1749,William Henderson,lg,75,USC,24,3,73,274
1750,Joseph Hebert,lg,91,Michigan State,22,1,73,260
1751,Frederick Baccus,lg,67,Northern Iowa,26,5,70,251
1752,Willie Mccloskey,lg,75,Tennessee State,22,1,75,204
1753,Eric Steptoe,lg,66,Texas-San Antonio,26,5,76,242
1754,Christopher Carney,lg,67,Duke,27,6,78,240
1755,Keith Taylor,lg,69,Penn State,27,6,78,208
1756,John Roache,lg,66,Florida,26,5,76,227
1757,Benjamin Cedillo,lg,59,USC,29,8,70,249
1758,Jose Nordenstrom,lg,68,Wyoming,24,3,76,273
1759,Guadalupe Delisa,lg,66,Colorado State,26,5,73,232
1760,Brian Arcement,lg,75,North Carolina,22,1,74,220
1761,Hugh Allen,lg,55,San Diego State,30,9,80,215
1762,Charles Condie,lg,62,Purdue,25,4,71,220
1763,Miguel Simmons,lg,76,Mississippi,21,0,70,224
1764,Gordon Gibson,lg,64,South Florida,26,5,71,212
1765,Daniel Johnston,lg,72,Penn State,28,7,80,227
1766,Leonardo Fairbanks,lg,75,Louisville,26,5,79,259
1767,Delbert Treible,lg,65,Nevada-Las Vegas,25,4,71,200
1768,Rolando Wells,lg,59,Western Kentucky,26,5,77,270
1769,Danny Ries,lg,70,Michigan,22,1,77,270
1770,Bill Palmer,lg,62,Tulsa,26,5,79,271
1771,Ryan Ramos,lg,68,Cincinnati,24,3,75,270
1772,Andrew Wilson,lg,79,USC,28,7,77,224
1773,Andrew Quisenberry,lg,60,South Carolina,28,7,76,232
1774,Brain Woodworth,lg,71,Vanderbilt,27,6,75,254
1775,Anton Oregel,lg,78,Arizona,25,4,74,254
1776,Leland Day,lg,57,Michigan,26,5,77,225
1777,Frank Simmons,lg,69,La Verne,27,6,74,268
1778,William Sussman,lg,57,Miami (Fla.),26,5,76,275
1779,John Nunnery,lg,92,Virginia Tech,21,0,70,238
1780,George Hugo,lg,59,Kent State,23,2,79,261
1781,Henry Cullen,lg,55,West Virginia,28,7,72,242
1782,Stephen Miller,lg,63,Georgia,29,8,72,223
1783,Antonio Sweeney,lg,57,Texas,23,2,78,233
1784,Howard Gales,lg,55,Utah,24,3,75,256
1785,Herman Thomas,lg,60,William & Mary,27,6,73,218
1786,Larry Anderson,lg,69,Ohio State,24,3,70,274
1787,Thomas Quiroz,lg,84,Rutgers,30,9,74,240
1788,Lloyd Barns,lg,68,Colorado,22,1,74,262
1789,Luis Alexander,lg,60,Auburn,28,7,75,206
1790,Francis Hamm,lg,64,Santa Clara,21,0,77,233
1791,Phillip Willadsen,lg,73,Manchester,27,6,70,271
1792,Harry Townsend,lg,69,Alabama,26,5,74,246
1793,Dominique Rice,lg,63,Connecticut,28,7,73,225
1794,Elmer Saunders,lg,73,Texas Christian,21,0,75,275
1795,Steven James,lg,69,Maryland,26,5,70,200
1796,Quentin Harrison,lg,67,No College,26,5,71,261
1797,Jacob Surrett,lg,56,Olivet,26,5,75,260
1798,Timothy Stephens,lg,92,Temple,25,4,73,274
1799,Charles Cortez,lg,87,Illinois,30,9,77,208
1800,Darrell Adkins,lg,97,Syracuse,26,5,80,269
1801,Donald Law,lg,74,Boise State,24,3,75,216
1802,David Croker,lg,73,Texas Tech,23,2,78,263
1803,Theodore Bolinger,lg,58,Southern Mississippi,23,2,74,237
1804,Brian Parent,lg,90,Alabama,26,5,71,263
1805,Jose Davis,lg,83,Miami (Fla.),28,7,71,268
1806,Lewis Glover,lg,76,Missouri State,26,5,77,204
1807,Richard Welter,lg,63,Stanford,29,8,78,267
1808,Randall Beacom,lg,56,Hillsdale,29,8,70,200
1809,Curtis Harris,lg,75,Texas A&M,23,2,75,273
1810,Jeffrey Taylor,lg,82,Mississippi Valley State,33,12,80,268
1811,Gregory Miller,c,57,Rutgers,25,4,78,230
1812,Hugh Curran,c,61,LSU,25,4,74,275
1813,William Konopka,c,60,Georgia Tech,25,4,76,210
1814,Robert Liao,c,58,U. of Pacific,30,9,78,222
1815,James Shelton,c,64,Wisconsin,28,7,75,275
1816,Ralph Baily,c,71,USC,30,9,71,216
1817,Bill Huskey,c,81,Northwestern,30,9,78,245
1818,Andrew Boyd,c,68,Youngstown State,29,8,79,239
1819,Greg Dinsmore,c,57,Western Illinois,35,14,75,217
1820,Rusty Seelbach,c,75,North Texas,24,3,74,265
1821,Loren Blackburn,c,68,Minnesota,23,2,70,214
1822,Matthew Sparks,c,74,Emporia State,25,4,76,260
1823,Robert Polson,c,58,Illinois,23,2,70,236
1824,Floyd Riggs,c,71,Central Florida,26,5,80,208
1825,Michael Ellis,c,56,Utah,28,7,70,216
1826,Charles Corporan,c,67,Texas A&M - Kingsville,29,8,71,220
1827,Brent Berry,c,75,Virginia,29,8,76,241
1828,Jeffrey Sinclair,c,73,Arizona,23,2,76,271
1829,Gabriel Sparks,c,60,Boise State,26,5,76,202
1830,Michael Botner,c,68,Iowa,25,4,75,261
1831,Jamie Casavant,c,60,South Carolina,24,3,72,237
1832,Vernon Martin,c,75,Alabama,28,7,80,233
1833,Michael Myhre,c,61,Texas,25,4,79,214
1834,Paul Davies,c,70,California,22,1,75,254
1835,Samuel Goldsmith,c,73,Tulsa,22,1,75,239
1836,Larry Garza,c,63,Alabama,28,7,73,243
1837,Paul Khim,c,75,Penn State,28,7,73,256
1838,Orlando Farnan,c,70,Alabama State,27,6,74,268
1839,Robert Garland,c,79,Idaho,27,6,77,270
1840,Charles Blaze,c,55,North Carolina,28,7,72,241
1841,Todd Wagner,c,75,Auburn,21,0,75,250
1842,David Brown,c,63,Purdue,24,3,80,258
1843,Norman Driscoll,c,69,Michigan,24,3,76,241
1844,John Carson,c,61,California,28,7,73,241
1845,Sammy Bodenhamer,c,56,No College,25,4,74,252
1846,Richard Degaetano,c,63,Texas A&M,28,7,77,229
1847,Eddie Mackey,c,71,Brigham Young,26,5,75,201
1848,Michael Powell,c,65,Chicago,27,6,71,222
1849,Kyle Budzynski,c,71,Northeastern,28,7,78,262
1850,Robert Ennenga,c,59,San Jose State,31,10,70,265
1851,Armando Webster,c,57,Wisconsin,29,8,77,271
1852,Leslie Miller,c,61,Washington,27,6,75,253
1853,George Alley,c,64,No College,29,8,77,257
1854,Donald Schwartz,c,55,Tennessee,24,3,79,229
1855,Andrew Hall,c,75,Miami (Fla.),25,4,80,223
1856,Raymon Graham,c,73,Michigan,24,3,78,208
1857,Ramon Solis,c,60,California,33,12,71,248
1858,Jamie Bradley,c,58,Bowling Green State,24,3,77,247
1859,Wesley Stanton,c,59,North Carolina,21,0,70,212
1860,Wm Swanson,c,79,UCLA,27,6,70,244
1861,Randy Meeks,c,73,Eastern Michigan,30,9,73,258
1862,Louis Nelson,c,84,Maryland,21,0,76,216
1863,Matthew Brinkley,c,71,Illinois State,23,2,73,268
1864,Levi Benedetti,c,75,Penn State,23,2,77,248
1865,Eloy Cook,c,70,St. Edmonds,28,7,79,201
1866,Jesse Kelly,c,60,Abilene Christian,26,5,78,235
1867,Erick Garcia,c,55,Minnesota,29,8,79,263
1868,Francisco Crane,c,81,USC,22,1,75,215
1869,Frank Nunn,c,66,Notre Dame,24,3,79,272
1870,Joseph Kirkland,c,71,Iowa State,21,0,74,210
1871,Walter Herman,c,75,West Virginia,26,5,80,274
1872,Charles Bennett,c,65,Northeastern State (Okla.),28,7,74,215
1873,Mike Aversano,c,95,Morgan State,24,3,80,242
1874,Lee Franklin,c,70,Carnegie Mellon,26,5,74,251
1875,Roy Vargas,c,60,Marquette,27,6,78,214
1876,Daniel Nicolls,c,89,Ohio State,25,4,80,219
1877,Maurice Simmons,c,57,Mississippi,26,5,78,269
1878,Augustine Cordell,c,66,San Diego State,26,5,74,241
1879,Scott Thomson,c,70,Hampton,21,0,76,266
1880,Franklin Coronado,c,65,Syracuse,23,2,80,224
1881,Richard Siler,c,69,Nevada-Las Vegas,29,8,73,264
1882,James Norman,c,81,Utah State,28,7,79,209
1883,Scott Pacheco,c,58,Michigan,26,5,76,249
1884,David Street,c,85,Missouri,24,3,78,217
1885,Martin Nelson,c,57,North Alabama,24,3,71,253
1886,Jose Nadeau,c,81,Miami (Ohio),21,0,75,263
1887,Jason Bridges,c,92,No College,28,7,80,201
1888,James Stewart,c,58,Vanderbilt,23,2,77,232
1889,Norberto Dwyer,c,59,Oregon State,26,5,75,260
1890,Richard Rivers,c,72,Minnesota,29,8,72,246
1891,Marcus Watson,c,92,Ohio State,29,8,76,255
1892,Justin Lincoln,c,61,Louisville,23,2,78,204
1893,Walter Gonzalez,c,64,Pittsburgh,26,5,76,243
1894,Eugene Fullerton,c,62,Michigan State,25,4,75,271
1895,James Xiong,c,66,Wisconsin,24,3,79,227
1896,Jonathan Searchwell,c,70,Virginia Tech,24,3,73,209
1897,Micheal Holt,c,59,Southern Illinois,25,4,79,241
1898,Everett Verkamp,c,79,New Hampshire,24,3,76,206
1899,Wilfredo Reese,c,71,Eastern Kentucky,23,2,72,205
1900,Thomas Edison,c,60,Massachusetts,24,3,78,260
1901,Mark Sullivan,c,63,Pittsburgh,25,4,71,252
1902,Joseph Bracco,c,66,Baylor,29,8,77,230
1903,Walter Oliverio,c,58,Alabama,25,4,72,241
1904,Alfonso Hambric,c,71,Ohio State,21,0,77,229
1905,Marcus Ferguson,c,67,Notre Dame,26,5,71,254
1906,Benjamin Leon,c,78,Oklahoma State,33,12,72,271
1907,Joseph Arata,c,83,Houston,23,2,75,252
1908,Franklin Allaire,c,94,Washington,22,1,80,260
1909,Ronald Strom,c,68,George Washington,26,5,79,270
1910,David Devens,c,72,Connecticut,26,5,76,269
1911,Colby Butler,c,62,Clemson,23,2,71,216
1912,Joshua Bell,c,59,Oklahoma State,26,5,78,212
1913,Dale Hawkins,c,57,Illinois State,24,3,80,206
1914,Robert Hunter,c,92,Ashland,24,3,73,206
1915,Donnie Nickerson,c,70,Wake Forest,25,4,77,206
1916,Adam Roney,c,71,South Dakota,26,5,79,224
1917,Kim Phu,c,75,Nebraska,24,3,74,209
1918,David Ramirez,c,59,Notre Dame,21,0,75,261
1919,Michael Hansen,c,63,Kansas,26,5,75,256
1920,Lance Stalling,c,63,Virginia Tech,25,4,80,273
1921,Thomas Jones,c,74,Hawaii,25,4,78,246
1922,Paul Doyle,c,55,Boise State,26,5,72,225
1923,George Derby,c,71,Adams State,24,3,72,224
1924,Steve Coleman,c,60,Michigan,25,4,73,234
1925,Joe Pendergraph,c,70,Bethune-Cookman,24,3,79,252
1926,James Moore,c,70,Minnesota State,23,2,78,204
1927,George Joecks,c,72,Temple,21,0,76,200
1928,David Garrett,c,72,Michigan State,26,5,72,217
1929,Ted Cogswell,c,63,Nebraska,29,8,74,240
1930,Steven Smith,c,68,Cal Poly-S.L.O.,27,6,71,217
1931,James Smith,c,58,Wichita State,21,0,72,253
1932,Jerry Gordon,c,75,Clemson,27,6,79,229
1933,Jeffery Berringer,c,93,Montana,25,4,70,212
1934,Donnie Harris,c,85,Oklahoma,25,4,79,268
1935,Daniel Nieves,c,61,Michigan State,30,9,78,253
1936,Jason Lavergne,c,61,No College,25,4,76,212
1937,Herbert Ball,c,66,Massachusetts,26,5,74,263
1938,Jason King,c,65,Northwestern,23,2,76,230
1939,Richard Long,c,67,Chicago,23,2,72,203
1940,James Crazier,c,95,Virginia,27,6,80,214
1941,Pierre Smartt,c,59,Mississippi,25,4,79,201
1942,David Houser,c,61,Tennessee,25,4,73,228
1943,Francis Axtell,c,66,Appalachian State,23,2,75,223
1944,John Williams,c,71,LSU,28,7,74,250
1945,Walter Short,c,56,No College,25,4,75,240
1946,Mario Guidry,c,59,Florida,25,4,73,258
1947,Juan Hansen,c,68,Baylor,25,4,70,211
1948,Lee Evans,c,66,Appalachian State,21,0,74,233
1949,Charles Hanson,c,59,No College,29,8,73,228
1950,Billy Gonsoulin,c,62,Notre Dame,28,7,75,205
1951,David Link,c,57,Memphis,23,2,76,265
1952,Chester Hillman,c,62,Ohio State,23,2,71,245
1953,Bruce Parsons,c,73,Indiana State,27,6,70,201
1954,Forrest Webb,c,62,Arizona,30,9,76,213
1955,John Carroll,c,58,Louisville,21,0,72,250
1956,Nicholas Davis,c,75,Marshall,23,2,73,218
1957,Roy Gilbert,c,55,Fresno State,24,3,79,204
1958,Lucas Fontaine,c,66,Oklahoma,26,5,78,258
1959,Emmanuel Dayton,c,65,Arizona State,30,9,76,260
1960,Patrick Lee,c,56,Iowa,25,4,74,253
1961,Christopher Solis,c,62,Baylor,27,6,73,247
1962,Edmond Hoag,c,89,Tennessee,24,3,73,262
1963,Michael Adamson,c,63,North Carolina,34,13,79,263
1964,Kevin Glass,c,73,Marshall,31,10,79,203
1965,Charles Nelson,c,67,East Carolina,23,2,75,246
1966,Michael Martinez,c,72,Iowa,22,1,70,270
1967,Daniel Machado,c,91,Purdue,26,5,76,208
1968,John Watkins,c,82,Boston College,31,10,77,242
1969,Rick Padua,c,78,Alcorn State,24,3,72,224
1970,Peter Safdeye,c,62,Washington State,21,0,79,257
1971,David Evanich,c,71,Washington,25,4,76,275
1972,James Poirier,c,66,U. of Pacific,27,6,79,218
1973,Christopher Jacobs,c,58,USC,29,8,71,267
1974,Kevin Tartaglione,c,88,St. Thomas,27,6,75,225
1975,Jack Lien,c,61,Troy,22,1,79,265
1976,Larry Nava,c,72,Duke,27,6,74,243
1977,Freddie Frith,c,73,Hampton,24,3,75,207
1978,Chad Thompson,c,70,Texas Tech,25,4,80,234
1979,Anthony Obrecht,c,63,Colorado,26,5,74,250
1980,Darnell Hackney,c,72,Gonzaga,21,0,76,223
1981,Danny Rosenbarger,c,62,Creighton,23,2,74,221
1982,George Chancellor,c,58,Clemson,28,7,76,230
1983,John Lester,c,66,Mississippi,25,4,77,237
1984,Carl Naves,c,88,Hawaii,27,6,80,233
1985,Edgar Duckett,c,59,Florida State,27,6,72,240
1986,Raymond Jones,c,68,Texas,23,2,72,249
1987,Ellis Flores,c,74,Michigan,22,1,72,210
1988,Joseph Hart,c,64,Toledo,27,6,79,215
1989,Heath Saeteun,rg,69,Missouri,23,2,76,223
1990,Juan Roy,rg,82,Florida Atlantic,21,0,77,272
1991,George Policare,rg,86,South Carolina State,28,7,70,266
1992,Rodolfo Tucker,rg,61,Tennessee State,24,3,77,204
1993,Jonathan Gibson,rg,85,San Francisco,25,4,77,273
1994,Grady Stewart,rg,64,Colorado State,26,5,76,216
1995,Earl Hudkins,rg,58,North Texas,25,4,78,221
1996,Cesar Olewine,rg,56,Southern Mississippi,28,7,79,275
1997,Bill Ezell,rg,91,Cornell,28,7,73,261
1998,Charles Buchanan,rg,88,Miami (Fla.),25,4,73,203
1999,Timothy Orts,rg,70,Duke,27,6,74,241
2000,Jonathan Couch,rg,57,Kentucky,25,4,74,230
2001,William Smith,rg,55,San Francisco,24,3,73,253
2002,John Richardson,rg,60,Auburn,26,5,74,241
2003,Tony Mcgibney,rg,57,Florida State,27,6,70,229
2004,Dennis Huber,rg,68,Coastal Carolina,21,0,78,217
2005,Bryan Highbaugh,rg,63,Arizona State,30,9,79,251
2006,Tony Shufelt,rg,64,St. Vincent,28,7,75,213
2007,Hector Linden,rg,89,Stanford,27,6,78,222
2008,Marvin Brand,rg,89,Baylor,28,7,78,200
2009,Jamie Montano,rg,85,Stanford,30,9,73,274
2010,Mike Chandler,rg,57,Louisville,24,3,72,244
2011,Lee Harris,rg,62,Winston-Salem State,24,3,72,267
2012,Frank Clements,rg,63,Virginia,25,4,70,269
2013,Frederick Hernandez,rg,69,Mississippi,26,5,78,208
2014,Morton Burch,rg,65,Ohio State,25,4,79,256
2015,Heriberto Corson,rg,72,Florida,23,2,75,241
2016,Trent Liles,rg,76,Maryland,26,5,79,242
2017,Richard Clarke,rg,96,Fresno State,28,7,72,239
2018,Fred Rosa,rg,67,Ohio State,29,8,70,202
2019,Thomas Stevens,rg,60,USC,22,1,71,219
2020,Curtis Petty,rg,61,USC,23,2,76,222
2021,Hugh Gonzalez,rg,57,Nebraska-Omaha,27,6,80,241
2022,Terry Smiley,rg,62,Bradley,23,2,75,213
2023,Matthew Adams,rg,75,Central State (Ohio),27,6,74,268
2024,Richard Willis,rg,70,Lake Erie College,28,7,71,241
2025,Steve Partridge,rg,70,East Carolina,33,12,70,237
2026,Joseph Flynt,rg,61,Holy Cross,23,2,75,253
2027,John Chai,rg,74,Hofstra,25,4,78,210
2028,Claude Dyer,rg,89,Illinois,24,3,78,259
2029,Randy Allmon,rg,57,Drake,22,1,79,220
2030,Donn Trujillo,rg,63,Fordham,28,7,77,223
2031,Ralph Harvey,rg,74,Bowling Green State,21,0,76,264
2032,Henry Diaz,rg,79,Northwestern,21,0,78,258
2033,Horace Frost,rg,55,Illinois,23,2,73,256
2034,Thomas Sweeney,rg,64,Victor Valley,21,0,75,260
2035,Adolfo Rodriquez,rg,64,St. Olaf,29,8,75,267
2036,Larry Saunders,rg,61,Illinois State,26,5,74,213
2037,James York,rg,75,Memphis,25,4,79,258
2038,Stephen Clayton,rg,72,Texas A&M,26,5,72,227
2039,Edward Crosby,rg,76,Holy Cross,21,0,77,249
2040,Clifford Little,rg,73,Central Florida,27,6,78,207
2041,Charles Plymel,rg,95,Akron,24,3,70,232
2042,Steven Bryant,rg,96,Detroit Mercy,30,9,74,248
2043,Mohamed Camacho,rg,64,Minnesota,29,8,75,218
2044,Marty Xiong,rg,75,Arkansas-Monticello,24,3,80,206
2045,Brent Robertson,rg,65,Thiel,28,7,71,229
2046,Jack Rich,rg,57,Oklahoma State,23,2,72,256
2047,George Powers,rg,59,Franklin & Marshall,27,6,71,253
2048,Richard Jemerson,rg,58,Arizona,27,6,78,206
2049,Nathan Mack,rg,81,Greenville College,30,9,74,209
2050,Rufus Nguyen,rg,66,St. Mary's (Tex.),26,5,78,273
2051,Charles Mccrory,rg,67,Colgate,29,8,70,206
2052,Charles Washington,rg,61,Texas,26,5,76,248
2053,Andre Kocon,rg,62,Ohio State,28,7,72,248
2054,Jaime Blum,rg,65,Washington State,28,7,71,266
2055,Eddie Gunnels,rg,75,Delaware,26,5,71,227
2056,Oscar Watson,rg,74,LSU,21,0,70,212
2057,Jesus Ferreri,rg,64,Boston College,27,6,80,269
2058,David Havener,rg,68,Northern Illinois,24,3,70,242
2059,William Arnold,rg,59,Hobart,34,13,70,242
2060,Charles Romero,rg,71,Texas A&M,30,9,76,254
2061,Pedro Landon,rg,62,Florida State,25,4,75,236
2062,Matthew Capossela,rg,66,Texas Christian,36,15,71,261
2063,Myron Fullbright,rg,55,Southeastern Louisiana,28,7,78,238
2064,Florencio Harris,rg,72,UCLA,25,4,70,217
2065,Thomas Rutenberg,rg,79,Louisville,26,5,75,249
2066,Michael Romero,rg,65,Texas Christian,25,4,70,259
2067,Thomas John,rg,85,Auburn,24,3,79,255
2068,Johnnie Smith,rg,80,Grambling State,26,5,71,272
2069,Christopher Fendley,rg,62,Fort Valley State,25,4,70,212
2070,William Teasley,rg,70,Temple,24,3,75,250
2071,James Kuss,rg,73,Nevada,27,6,79,233
2072,Martin Rumsey,rg,74,San Diego State,24,3,75,213
2073,Michael Williams,rg,75,Texas,27,6,71,201
2074,Jose Bethel,rg,55,Iowa,26,5,72,248
2075,Donald Dimock,rg,81,Kentucky,25,4,71,207
2076,Jean Tyrer,rg,56,Florida State,28,7,74,247
